week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
23rd week,Assam,Chirang,Malaria,20,2,4,6,2010,26.6464231,90.62415699,2.040310236,2,294.52
23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4,1,6,6,2010,27.4844597,94.9019447,1.901711645,2,289.49
23rd week,Assam,Golaghat,Acute Diarrhoeal Disease,27,,9,6,2010,26.40490095,94.03209112,2.895928809,,298.16
23rd week,Assam,Tinsukia,Acute Diarrhoeal Disease,11,,7,6,2010,27.52016575,95.53063473,1.511458932,3,
23rd week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,16,,3,6,2010,23.06016515,72.58063822,0.044107769,4,316.928
23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,29,1,1,6,2010,22.75,72.833333,0.001166551,,317.392
23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,10,,9,6,2010,22.75,72.833333,0.124076555,,312.875
23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,15,,4,6,2010,21.19177615,72.95441578,0.060130768,8,310.876
23rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,62,,6,6,2010,15.2485413,76.8323648,0.045453545,4,311.5933334
23rd week,Karnataka,Bidar,Acute Diarrhoeal Disease,45,,9,6,2010,18.083333,77.333333,0.02411163,,318.664
23rd week,Karnataka,Chitradurga,Malaria,16,,7,6,2010,14.2266443,76.4005122,0.069878234,8,307.39
23rd week,Karnataka,Hassan,Acute Diarrhoeal Disease,83,,12,6,2010,13.0070817,76.0992703,0.539980078,4,303.66
23rd week,Karnataka,Mysore,Cholera,17,,6,6,2010,12.3051828,76.6553609,0.518903927,11,303.3766666
23rd week,Maharashtra,Nashik,Acute Diarrhoeal Disease,126,,5,6,2010,20.0112475,73.7902364,0.128618156,6,312.7833334
23rd week,Odisha,Ganjam,Malaria,102,,3,6,2010,19.4129711,85.04710406,,5,301.345
24th week,Telangana,Adilabad,Acute Diarrhoeal Disease,67,,5,6,2010,19.5,78.5,0.008853658,3,321.2233334
24th week,Telangana,Warangal,Acute Diarrhoeal Disease,50,,6,6,2010,17.9820644,79.5970954,0.021025808,3,318.12
24th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,39,,6,6,2010,14.4752936,78.8216861,0.096898694,6,313.3533334
24th week,Andhra Pradesh,Anantapur,Malaria,68,,9,6,2010,14.6546235,77.55625984,0.254048338,,311.175
24th week,Assam,Barpeta,Acute Diarrhoeal Disease,104,,12,6,2010,26.34142215,91.01674328,2.236576342,11,293.17
24th week,Kerala,Pathanamthitta,Dengue,7,,5,6,2010,9.2780841,76.9737443,0.519029917,26,305.88
24th week,Odisha,Cuttack,Acute Diarrhoeal Disease,70,,11,6,2010,20.4686,85.8792,0.027470045,11,310.1
24th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,11,1,11,6,2010,12.7948109,79.0006411,0.271689892,11,301.04
24th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,36,,13,6,2010,9.5208936,77.8784564,0.263008323,3,316.32
24th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,74,28,2,6,2010,26.1486581,85.34001282,0.398229238,,303.745
24th week,Karnataka,Ballari,Acute Diarrhoeal Disease,41,1,31,5,2010,15.2485413,76.8323648,0.000234034,4,311.108
24th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,35,1,4,6,2010,14.3683154,76.6538415,0.094760889,8,308.616
24th week,Karnataka,Chitradurga,Cholera,12,,27,5,2010,14.2266443,76.4005122,0.052039216,8,303.505
24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,28,,6,6,2010,13.1367201,78.1337246,0.420000007,10,304.34
24th week,Karnataka,Tumkur,Cholera,6,1,4,6,2010,13.3400771,77.1006208,0.19021623,10,305.388
24th week,Karnataka,Uttara Kannada,Dengue,40,,24,5,2010,14.72447415,74.64223734,0.128741194,,303.92
24th week,Maharashtra,Akola,Acute Diarrhoeal Disease,15,,3,6,2010,20.76181225,77.19211567,0.001652637,2,320.896
24th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,22,,28,5,2010,27.33857665,80.09752646,0.004001136,5,311.7133334
24th week,Kerala,Kannur,Chikungunya,80,,25,5,2010,11.8763836,75.3737973,,,301.3933334
24th week,Kerala,Kottayam,Dengue,66,1,9,4,2010,9.6287383,76.64553257,0.653701786,32,304.4866666
25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,18,,14,6,2010,13.1601048,79.15555062,0.604009234,11,
25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,7,3,18,6,2010,13.1601048,79.15555062,0.218201282,,304.84
25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,115,,15,6,2010,14.4752936,78.8216861,0.971876673,7,
25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,38,,17,6,2010,14.4752936,78.8216861,0.967807413,,309.38
25th week,Telangana,Khammam,Acute Diarrhoeal Disease,15,,15,6,2010,17.5,80.333333,0.521019932,5,
25th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,13,1,12,6,2010,24.5,77.5,0.001466656,2,319.68
25th week,Gujarat,Dahod,Cholera,21,1,15,6,2010,22.8358542,74.2556782,0.005934464,2,321.36
25th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,176,,15,6,2011,24.0294885,73.0459884,0.012586068,6,313.816
25th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,13,,17,6,2010,23.2232877,72.6492267,0.047849289,,315.7466666
25th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,76,,22,6,2010,22.75,71.666667,0.007075569,2,312.744
25th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,30,,16,6,2010,10.73618605,79.63318659,0.205504153,7,
25th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,10,,13,6,2010,12.22721295,79.07015555,0.532668107,7,
25th week,Tamil Nadu,Villupuram  Kallakurichi,Acute Diarrhoeal Disease,24,,15,6,2010,11.629177,78.8599569,0.331409396,7,
25th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,36,,17,6,2010,8.7284271,77.7112925,0.754323299,,
25th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,25,,18,6,2010,9.9696643,77.47420049,0.585685855,,
25th week,Uttarakhand,Chamoli,Acute Diarrhoeal Disease,32,,14,6,2010,30.5,79.5,0.264057357,11,284.8766666
25th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5,3,4,6,2010,27.4668315,94.51786509,1.370331055,2,300.06
25th week,Madhya Pradesh,Ashoknagar,Acute Diarrhoeal Disease,19,,6,6,2010,24.576189,77.7302895,0.033578218,2,318.3333334
25th week,Uttar Pradesh,Uttar Pradesh,Acute Diarrhoeal Disease,18,,29,5,2010,26.8420098,80.94785711,0.007380153,5,308.78
25th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,15,,8,6,2010,25.6035084,83.50745405,0.002565245,3,311.688
25th week,Kerala,Kottayam,Dengue,68,1,9,4,2010,9.6287383,76.64553257,0.653701786,32,304.4866666
26th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,20,,25,6,2010,14.4752936,78.8216861,0.161138337,,307.4
26th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,51,,25,6,2011,13.1601048,79.15555062,0.026590072,,307.488
26th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,37,,30,6,2010,15.6589741,79.47164373,0.113314826,9,310.56
26th week,Assam,Bongaigaon,Acute Diarrhoeal Disease,18,,22,6,2010,26.41237695,90.57149765,1.890202199,21,301.58
26th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,6,1,27,6,2010,27.0827158,93.9978423,1.599624629,3,300.52
26th week,Bihar,Lakhisarai,Malaria,13,,23,6,2010,25.1677029,86.05935924,0.614378389,5,307.72
26th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,115,,20,6,2010,23.2232877,72.6492267,0.051660046,4,310.4333334
26th week,Gujarat,Kheda,Acute Diarrhoeal Disease,23,,25,6,2010,22.75,72.833333,0.013457712,,310.5866666
26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,54,,24,6,2010,20.952407,72.9323831,0.023313086,5,308.12
26th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,,26,6,2010,21.7718836,72.1416449,0.044821765,,311.07
26th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,19,,26,6,2010,19.91883295,75.87085986,0.094928091,,312.62
26th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,235,,17,6,2010,20.0112475,73.7902364,1.424238524,,306.62
26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,28,,23,6,2010,19.4129711,85.04710406,,9,305.57
26th week,Puducherry,Puducherry,Cholera,4,,22,6,2010,11.9340568,79.8306447,0.225489454,11,308.8466666
26th week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,20,,22,6,2010,26.9154576,75.8189817,0.006955663,3,318.98
26th week,Rajasthan,Pali,Acute Diarrhoeal Disease,331,,23,6,2010,25.6040908,73.41560879,0.001078489,2,318.6266666
26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,15,,23,6,2010,10.73618605,79.63318659,0.262823837,10,308.6866666
26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,31,,27,6,2010,10.73618605,79.63318659,0.104456722,11,305.4
26th week,West Bengal,Howrah,Acute Diarrhoeal Disease,24,,29,6,2010,22.5736296,88.3251045,0.87876283,11,
26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,15,,7,6,2010,25.5819034,71.61966243,0.07726314,1,314.192
26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,10,,10,6,2010,25.5819034,71.61966243,0.147255966,,309.35
26th week,Rajasthan,Tonk,Acute Diarrhoeal Disease,33,,9,6,2010,26.12214725,75.66375374,0.066488185,,313.575
26th week,Tamil Nadu,Trichy,Acute Diarrhoeal Disease,114,,15,6,2010,10.7992254,78.6811423,0.182040334,5,
26th week,Rajasthan,Sikar,Acute Diarrhoeal Disease,17,,6,5,2010,27.662826,75.02792629,0.003367578,3,316.556
27th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,,30,6,2010,17.9820644,79.5970954,0.2134804,5,307.1333334
27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,71,,3,7,2010,14.4752936,78.8216861,0.251918523,,308.4
27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,14,,1,7,2010,14.4752936,78.8216861,0.083857867,9,308.4
27th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,,26,6,2010,21.7718836,72.1416449,0.044821765,,311.07
27th week,Haryana,Karnal,Cholera,10,,3,7,2010,29.6803266,76.9896254,0.147447239,,302.255
27th week,Jharkhand,Jamtara,Acute Diarrhoeal Disease,30,,2,7,2010,23.9232867,86.77353494,0.955215432,7,
27th week,Maharashtra,Nashik,Malaria,24,,29,6,2010,20.0112475,73.7902364,0.390285948,7,306.84
27th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,12,,2,7,2010,18.4928092,73.13807095,0.589592687,8,298.58
27th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,44,,3,7,2010,17.2826079,73.4569787,1.200794741,,
27th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,245,,2,7,2010,28.0159286,73.3171367,0.001686713,2,313.644
27th week,Tamil Nadu,Pudukkottai,Acute Diarrhoeal Disease,32,,2,7,2010,10.5,78.833333,0.362629438,9,310.21
27th week,West Bengal,Purulia,Acute Diarrhoeal Disease,67,1,30,6,2010,23.3291882,86.3672378,0.550203165,8,306.17
27th week,Assam,Dhubri,Malaria,140,,8,6,2010,26.01894625,89.94188952,4.658001312,2,290.95
27th week,Maharashtra,Hingoli,Acute Diarrhoeal Disease,17,,21,6,2010,19.54140965,77.17376601,0.585234047,3,
27th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,15,,24,6,2010,12.87960515,79.70427615,0.328888197,10,308.82
27th week,Gujarat,Navsari,Cholera,251,,24,6,2010,20.952407,72.9323831,0.023313086,5,308.12
27th week,Assam,Sonitpur,Malaria,199,2,24,5,2010,26.76777075,92.70140886,1.602220591,,302.04
27th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,10,,28,6,2010,19.91883295,75.87085986,0.092900802,2,310.7
27th week,Puducherry,Puducherry,Cholera,7,,29,6,2010,11.9340568,79.8306447,0.178446875,12,309.0533334
27th week,West Bengal,Nadia,Cholera,287,,27,6,2010,23.48454125,88.55676307,0.594340705,11,301.49
28th week,Haryana,Yamunanagar,Acute Diarrhoeal Disease,219,,6,7,2010,30.2112003,77.28638972,0.379439708,7,302.36
28th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,85,,5,7,2010,13.13014755,79.92435386,0.279753648,8,304.68
28th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,18,,5,7,2010,12.22721295,79.07015555,0.231144763,11,310.78
28th week,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,15,1,5,7,2010,11.629177,78.8599569,0.240490114,12,308.42
28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,20,,4,7,2010,24,87.583333,1.118796396,,
28th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,,30,6,2010,17.9820644,79.5970954,0.2134804,5,307.1333334
28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,,21,6,2010,27.3,93.05,3.272784889,5,287.45
28th week,Assam,Sonitpur,Malaria,289,3,24,5,2010,26.76777075,92.70140886,1.602220591,,302.04
28th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,28,,6,7,2010,9.9696643,77.47420049,0.268812198,5,316.6666666
28th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,,16,7,2010,19.5,78.5,0.12083364,7,300.42
28th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,,14,7,2010,15.6589741,79.47164373,0.087087798,12,303.8866666
28th week,Himachal Pradesh,Shimla,Cholera,40,1,13,7,2010,31.1041526,77.1709729,0.739607705,29,297.395
28th week,Haryana,Kurukshetra,Cholera,5,,12,7,2010,29.9693747,76.8482787,1.240352412,,303.045
28th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,,14,7,2010,24.5,77.5,0.241037542,7,309.53
28th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,,13,7,2010,18.9918442,75.909784,0.432193505,3,
28th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1,14,7,2010,31.29201065,75.56805772,1.013256608,8,302.964
28th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,,16,7,2010,30.7041168,76.7176885,0.454718412,10,301.505
28th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,,12,7,2010,19.4129711,85.04710406,,,300.9333334
28th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,,11,7,2010,24.91765715,76.69627663,0.315070896,,307.5066666
28th week,Rajasthan,Jaipur,Cholera,766,,16,7,2010,26.9154576,75.8189817,0.062034193,4,310.33
28th week,Rajasthan,Pali,Acute Diarrhoeal Disease,109,,17,7,2010,25.6040908,73.41560879,0.086434515,2,309.9733334
28th week,Rajasthan,Nagaur,Acute Diarrhoeal Disease,48,,16,7,2010,27.0607859,74.17667538,0.028502652,2,308.94
28th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,34,1,16,7,2010,24.1745993,88.2721335,1.071846974,8,300.62
28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,15,,22,6,2010,27.3,93.05,3.563766266,5,285.4466666
28th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,155,,10,7,2010,28.42826235,77.00270015,1.267421032,4,308.17
28th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,50,,12,7,2010,13.3400771,77.1006208,0.378755719,,301.37
28th week,Karnataka,Hassan,Acute Diarrhoeal Disease,15,,15,7,2010,13.0070817,76.0992703,0.251045803,6,299.6
28th week,Karnataka,Chitradurga,Dengue,212,,9,7,2010,14.2266443,76.4005122,0.51570513,3,308.76
28th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,40,,9,7,2010,22.13983105,78.80964495,2.07051305,4,298.78
28th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,61,,9,7,2010,19.29031365,76.60290343,2.304096889,2,303.56
28th week,Maharashtra,Akola,Acute Diarrhoeal Disease,59,,8,7,2010,20.76181225,77.19211567,1.080278146,2,306.72
28th week,Haryana,Karnal,Cholera,46,,3,7,2010,29.6803266,76.9896254,0.147447239,,302.255
28th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,13,,12,7,2010,19.91883295,75.87085986,0.590430799,,305.3
28th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,10,,17,7,2010,11.9415377,79.4861469,0.214474905,10,309.4733334
28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,13,,13,7,2010,24,87.583333,0.90070696,7,305.13
29th week,Telangana,Adilabad,Acute Diarrhoeal Disease,30,,16,7,2010,19.5,78.5,0.12083364,7,300.42
29th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,44,,14,7,2010,15.6589741,79.47164373,0.087087798,12,303.8866666
29th week,Himachal Pradesh,Shimla,Cholera,40,1,13,7,2010,31.1041526,77.1709729,0.739607705,29,297.395
29th week,Haryana,Kurukshetra,Cholera,5,,12,7,2010,29.9693747,76.8482787,1.240352412,,303.045
29th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,63,,14,7,2010,24.5,77.5,0.241037542,7,309.53
29th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,,13,7,2010,18.9918442,75.909784,0.432193505,3,
29th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,202,1,14,7,2010,31.29201065,75.56805772,1.013256608,8,302.964
29th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,100,,16,7,2010,30.7041168,76.7176885,0.454718412,10,301.505
29th week,Odisha,Ganjam,Acute Diarrhoeal Disease,11,,12,7,2010,19.4129711,85.04710406,,,300.9333334
29th week,Rajasthan,Baran,Acute Diarrhoeal Disease,78,1,11,7,2010,24.91765715,76.69627663,0.315070896,,307.5066666
29th week,Rajasthan,Jaipur,Cholera,766,,16,7,2010,26.9154576,75.8189817,0.062034193,4,310.33
30th week,Haryana,Narnaul,Acute Diarrhoeal Disease,220,,21,7,2010,27.99708325,76.07576218,0.260840715,6,311.92
30th week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,39,,19,7,2010,19.29031365,76.60290343,0.367875878,,305.39
30th week,Punjab,Barnala,Acute Diarrhoeal Disease,276,,20,7,2010,30.3704685,75.50401742,0.215965417,,304.96
30th week,Tamil Nadu,Tiruvannamalai,Dengue,9,,24,7,2010,12.22721295,79.07015555,0.331838806,8,303.1
30th week,Uttarakhand,Pratap Nagar,Acute Diarrhoeal Disease,25,1,22,7,2010,29.2175566,79.5024268,4.752676189,18,300.29
30th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,5,2,18,7,2010,22.3599134,87.41331448,0.53324203,10,303.85
30th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,65,,19,7,2010,22.9052114,88.3760639,0.41118944,,301.44
30th week,Bihar,Munger,Malaria,29,,12,7,2010,25.22081165,86.51720367,0.978072505,,310.58
30th week,Tamil Nadu,Erode,Acute Diarrhoeal Disease,15,,14,7,2010,11.3692044,77.67662687,0.38393129,10,302.15
30th week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,132,,9,7,2010,22.13983105,78.80964495,2.07051305,4,298.78
30th week,Puducherry,Puducherry,Cholera,6,,29,6,2010,11.9340568,79.8306447,0.178446875,12,309.0533334
30th week,Rajasthan,Jaipur,Cholera,984,,16,7,2010,26.9154576,75.8189817,0.062034193,4,310.33
30th week,West Bengal,Purulia,Acute Diarrhoeal Disease,10,,23,7,2010,23.3291882,86.3672378,0.184327081,8,305.72
31st week,Telangana,Medak,Acute Diarrhoeal Disease,31,,28,7,2010,17.9375095,78.21174499,0.896746087,,
31st week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,30,1,26,7,2010,15.6589741,79.47164373,0.617833668,5,
31st week,Telangana,Warangal,Acute Diarrhoeal Disease,30,2,29,7,2010,17.9820644,79.5970954,1.182017417,7,
31st week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,32,,27,7,2010,23.25,83,0.892978936,,
31st week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,32,,24,7,2010,22.9467047,79.1980228,0.342846169,9,304.8
31st week,Maharashtra,Jalna,Acute Diarrhoeal Disease,35,,24,7,2010,19.91883295,75.87085986,0.314176142,3,
31st week,Karnataka,Bijapur,Malaria,44,,10,7,2010,16.8269911,75.7175387,0.455557631,3,303.13
31st week,Karnataka,Koppal,Acute Diarrhoeal Disease,11,,23,7,2010,15.3484144,76.1547421,0.651076448,3,
31st week,Madhya Pradesh,Sagar,Acute Diarrhoeal Disease,45,1,21,7,2010,23.80961225,78.75911361,0.567110106,9,310.96
31st week,Maharashtra,Parbhani,Acute Diarrhoeal Disease,31,,18,7,2010,19.29031365,76.60290343,0.339639797,4,306.43
31st week,Odisha,Gajapati,Dengue,85,,21,7,2010,19.19557415,84.19297736,0.60649415,17,298.5466666
31st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,37,,26,7,2010,14.4752936,78.8216861,0.41130478,10,
31st week,Haryana,Narnaul,Acute Diarrhoeal Disease,245,,21,7,2010,27.99708325,76.07576218,0.260840715,6,311.92
31st week,Himachal Pradesh,Shimla,Cholera,235,1,13,7,2010,31.1041526,77.1709729,0.739607705,29,297.395
31st week,Karnataka,Tumkur,Acute Diarrhoeal Disease,97,,15,7,2010,13.3400771,77.1006208,0.189118632,5,301.37
32nd week,Gujarat,Vadodara,Acute Diarrhoeal Disease,41,2,22,7,2010,22.2973142,73.1942567,0.492251303,5,307.72
32nd week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,12,,28,7,2010,23.2232877,72.6492267,2.152496609,,
32nd week,Gujarat,Anand,Acute Diarrhoeal Disease,12,,28,7,2010,22.5584995,72.9625629,0.966396423,,
32nd week,Gujarat,Panchmahal,Acute Encephalitis Syndrome,6,6,23,7,2010,22.7748893,73.620404,0.480819869,6,307.59
32nd week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,256,1,23,7,2010,21.8796162,77.87568125,0.487435807,13,300.9
32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,21,,25,7,2010,24.5,80.25,0.746624857,10,304.42
32nd week,Madhya Pradesh,Seoni,Acute Diarrhoeal Disease,35,,30,7,2010,22.2758789,79.72104465,1.599986433,8,
32nd week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,114,,1,8,2010,23.5225788,77.8148001,1.468986649,8,300.76
32nd week,Punjab,Ludhiana,Cholera,4,,6,7,2010,30.9090157,75.851601,0.215998988,7,301.4066666
32nd week,Rajasthan,Karauli,Acute Diarrhoeal Disease,52,,20,7,2010,26.51668105,77.05772977,0.343784954,,313.8933334
32nd week,Uttar Pradesh,Ghaziabad,Acute Diarrhoeal Disease,13,,22,7,2010,28.6711527,77.4120356,1.624889875,7,310.38
32nd week,Tamil Nadu,Dindigul,Dengue,9,,25,7,2010,10.3303299,78.06739791,0.348618156,8,304.9
32nd week,Tamil Nadu,Namakkal,Dengue,21,,27,7,2010,11.28422485,78.16615284,0.069972627,,307.19
32nd week,Tamil Nadu,Tiruvannamalai,Dengue,20,,28,7,2010,12.22721295,79.07015555,0.010324839,,306.62
32nd week,Tamil Nadu,Vellore,Chikungunya,8,,30,7,2010,12.7948109,79.0006411,0.073996359,12,302.18
32nd week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,12,,22,7,2010,9.5208936,77.8784564,0.450906722,4,
32nd week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,9,,28,7,2010,13.1601048,79.15555062,0.026553189,,301.38
32nd week,Bihar,Lakhisarai,Malaria,121,,23,6,2010,25.1677029,86.05935924,0.614378389,5,307.72
32nd week,Rajasthan,Pali,Acute Diarrhoeal Disease,176,,17,7,2010,25.6040908,73.41560879,0.086434515,2,309.9733334
33rd week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,53,,26,7,2010,14.4752936,78.8216861,0.41130478,10,
33rd week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,25,,2,8,2010,18.1120819,83.40521962,0.839919641,5,303.04
33rd week,Gujarat,Kutch,Chikungunya,175,,6,8,2010,23.583333,70,0.830036887,5,294.44
33rd week,Haryana,Jind,Acute Diarrhoeal Disease,120,,9,8,2010,29.30182625,76.33847077,0.277788053,16,303.0533334
33rd week,Haryana,Karnal,Malaria,142,,31,7,2010,29.6803266,76.9896254,0.669287026,16,301.06
33rd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,43,,2,8,2010,15.8572666,74.5069343,1.474761356,2,296.74
33rd week,Karnataka,Hassan,Dengue,17,,1,8,2010,13.0070817,76.0992703,0.632952293,3,299.2
33rd week,Karnataka,Gulbarga,Dengue,31,,2,8,2010,17.166667,77.083333,1.008117548,2,
33rd week,Kerala,Wayanad,Chikungunya,13,,1,7,2010,11.715219,76.12690295,0.696739417,7,294.48
33rd week,Kerala,Malappuram,Malaria,9,,4,8,2010,11.10684475,76.1099551,0.969344964,,300.2
33rd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,26,,3,8,2010,26.166667,77.5,0.62738059,8,302.38
33rd week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,38,,4,8,2010,21.9778642,76.56882823,2.38873824,,
33rd week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,96,,30,7,2010,22.9467047,79.1980228,0.858944407,4,
33rd week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,43,,5,8,2010,22.5,75.25,1.258380529,,300.74
33rd week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,28,,2,8,2010,23.25,78.083333,0.879068955,3,
33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,29,,31,7,2010,23.2584857,77.401989,1.414256875,4,
33rd week,Maharashtra,Beed,Acute Diarrhoeal Disease,28,1,1,1,2010,18.9918442,75.909784,0.084504635,8,301.82
33rd week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,3,2,10,8,2010,32.166667,75.316667,1.161508195,7,309.23
33rd week,Rajasthan,Udaipur,Cholera,25,,29,7,2010,24.578721,73.6862571,0.548171027,10,303.29
33rd week,Rajasthan,Ajmer,Acute Diarrhoeal Disease,48,,5,8,2010,26.4691,74.639,0.891660386,,299.7
33rd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,45,,3,8,2010,25.48877345,74.69961284,0.808126931,4,
33rd week,Tamil Nadu,Thiruvarur,Dengue,22,,10,8,2010,10.73618605,79.63318659,0.148931149,9,311.02
33rd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,14,,2,8,2010,11.9415377,79.4861469,0.032491502,8,306.64
33rd week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,17,,27,7,2010,25.3356491,83.0076292,0.921929662,,
33rd week,West Bengal,Chapra,Acute Diarrhoeal Disease,24,1,1,8,2010,23.55917085,88.57108716,0.574056877,12,300.12
33rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,11,,1,8,2010,22.9052114,88.3760639,0.637560677,10,299.4
